timestamp,temp,humidity,ppm
2023-06-09T12:18:31+05:30,40,32,19.41
2023-06-09T12:19:32+05:30,40,32,19.41
2023-06-09T12:20:32+05:30,40,32,18.72
2023-06-09T12:21:32+05:30,40,32,19.41
2023-06-09T12:22:33+05:30,40,32,19.41
2023-06-09T12:23:33+05:30,40,32,18.72
2023-06-09T12:24:34+05:30,40,32,18.72
2023-06-09T12:25:34+05:30,40,32,18.04
2023-06-09T12:26:34+05:30,40,32,21.62
2023-06-09T12:27:35+05:30,40,32,18.72
2023-06-09T12:28:36+05:30,40,32,18.72
2023-06-09T12:29:36+05:30,40,32,18.04
2023-06-09T12:30:37+05:30,40,31,18.04
2023-06-09T12:31:37+05:30,40,31,17.38
2023-06-09T12:32:37+05:30,40,31,17.38
2023-06-09T12:33:38+05:30,40,31,18.04
2023-06-09T12:34:38+05:30,40,31,17.38
2023-06-09T12:35:39+05:30,40,31,18.04
2023-06-09T12:36:40+05:30,40,31,17.38
2023-06-09T12:37:40+05:30,40,31,16.74
2023-06-09T12:38:41+05:30,40,31,17.38
2023-06-09T12:39:41+05:30,40,31,16.74
2023-06-09T12:40:42+05:30,40,31,17.38
2023-06-09T12:41:42+05:30,40,31,16.74
2023-06-09T12:42:43+05:30,40,30,17.38
2023-06-09T12:43:43+05:30,40,30,17.38
2023-06-09T12:44:44+05:30,40,30,16.74
2023-06-09T12:45:44+05:30,40,30,16.12
2023-06-09T12:46:44+05:30,40,30,16.12
2023-06-09T12:47:45+05:30,40,30,16.12
2023-06-09T12:48:45+05:30,40,30,16.12
2023-06-09T12:49:46+05:30,40,30,16.12
2023-06-09T12:50:46+05:30,40,30,15.51
2023-06-09T12:51:47+05:30,40,30,15.51
2023-06-09T12:52:47+05:30,40,30,15.51
2023-06-09T12:53:48+05:30,40,30,16.12
2023-06-09T12:54:48+05:30,40,30,16.12
2023-06-09T12:55:48+05:30,40,30,15.51
2023-06-09T12:56:49+05:30,40,30,15.51
2023-06-09T12:57:49+05:30,41,30,15.51
2023-06-09T12:58:50+05:30,41,29,15.51
2023-06-09T12:59:50+05:30,41,29,15.51
2023-06-09T13:00:51+05:30,41,29,14.93
2023-06-09T13:01:51+05:30,41,29,15.51
2023-06-09T13:02:51+05:30,41,29,15.51
2023-06-09T13:03:52+05:30,41,29,14.93
2023-06-09T13:04:52+05:30,41,29,14.93
2023-06-09T13:05:53+05:30,41,29,14.93
2023-06-09T13:06:53+05:30,41,29,14.36
2023-06-09T13:07:54+05:30,41,29,14.36
2023-06-09T13:08:54+05:30,41,29,14.36
2023-06-09T13:09:55+05:30,41,29,14.36
2023-06-09T13:10:55+05:30,41,29,14.36
2023-06-09T13:11:55+05:30,41,29,14.36
2023-06-09T13:12:56+05:30,41,29,14.93
2023-06-09T13:13:56+05:30,41,29,14.93
2023-06-09T13:14:57+05:30,41,29,14.36
2023-06-09T13:15:57+05:30,41,29,14.93
2023-06-09T13:16:58+05:30,41,29,14.93
2023-06-09T13:17:58+05:30,41,29,16.74
2023-06-09T13:18:58+05:30,41,29,14.93
2023-06-09T13:19:59+05:30,41,29,13.8
2023-06-09T13:20:59+05:30,41,29,14.36
2023-06-09T13:22:00+05:30,41,29,14.36
2023-06-09T13:23:00+05:30,41,29,14.36
2023-06-09T13:24:01+05:30,41,29,13.8
2023-06-09T13:25:01+05:30,41,28,14.36
2023-06-09T13:26:02+05:30,41,28,14.36
2023-06-09T13:27:02+05:30,41,29,14.36
2023-06-09T13:28:03+05:30,41,29,15.51
2023-06-09T13:29:03+05:30,41,29,14.93
2023-06-09T13:30:04+05:30,41,29,14.93
2023-06-09T13:31:04+05:30,41,29,14.93
2023-06-09T13:32:05+05:30,41,29,14.93
2023-06-09T13:33:05+05:30,41,29,14.36
2023-06-09T13:34:06+05:30,41,29,14.93
2023-06-09T13:35:06+05:30,41,28,14.93
2023-06-09T13:36:06+05:30,41,29,14.93
2023-06-09T13:37:07+05:30,41,29,14.93
2023-06-09T13:38:08+05:30,41,29,14.93
2023-06-09T13:39:08+05:30,41,29,14.93
2023-06-09T13:40:09+05:30,41,29,14.93
2023-06-09T13:41:09+05:30,41,28,14.93
2023-06-09T13:42:09+05:30,41,28,14.36
2023-06-09T13:43:10+05:30,41,28,14.36
2023-06-09T13:44:10+05:30,41,28,14.93
2023-06-09T13:45:11+05:30,41,28,14.36
2023-06-09T13:46:11+05:30,41,28,14.93
2023-06-09T13:47:12+05:30,41,28,14.93
2023-06-09T13:48:12+05:30,41,28,15.51
2023-06-09T13:49:12+05:30,41,28,14.93
2023-06-09T13:50:14+05:30,41,28,14.93
2023-06-09T13:51:15+05:30,41,28,14.36
2023-06-09T13:52:15+05:30,41,28,14.36
2023-06-09T13:53:16+05:30,41,28,14.93
2023-06-09T13:54:16+05:30,41,28,14.93
2023-06-09T13:55:17+05:30,41,28,14.93
2023-06-09T13:56:17+05:30,41,28,14.93
2023-06-09T13:57:18+05:30,41,28,14.93
2023-06-09T13:58:18+05:30,41,28,15.51
2023-06-09T13:59:18+05:30,41,28,14.93
2023-06-09T14:00:19+05:30,41,28,14.93
2023-06-09T14:01:19+05:30,41,28,14.36
2023-06-09T14:02:20+05:30,41,28,14.36
2023-06-09T14:03:20+05:30,41,28,14.93
2023-06-09T14:04:20+05:30,41,28,15.51
2023-06-09T14:05:21+05:30,41,28,15.51
2023-06-09T14:06:21+05:30,41,28,14.93
2023-06-09T14:07:22+05:30,41,28,14.93
2023-06-09T14:08:22+05:30,41,28,15.51
2023-06-09T14:09:23+05:30,41,28,15.51
2023-06-09T14:10:23+05:30,41,28,15.51
2023-06-09T14:11:23+05:30,41,28,14.93
2023-06-09T14:12:24+05:30,41,28,15.51
2023-06-09T14:13:24+05:30,41,28,15.51
2023-06-09T14:14:25+05:30,41,28,15.51
2023-06-09T14:15:25+05:30,42,28,15.51
2023-06-09T14:16:25+05:30,42,28,15.51
2023-06-09T14:17:26+05:30,42,28,15.51
2023-06-09T14:18:26+05:30,42,28,14.93
2023-06-09T14:19:27+05:30,42,28,14.93
2023-06-09T14:20:27+05:30,42,28,14.36
2023-06-09T14:21:28+05:30,42,28,14.36
2023-06-09T14:22:28+05:30,42,28,14.36
2023-06-09T14:23:28+05:30,42,28,14.93
2023-06-09T14:24:29+05:30,42,28,14.93
2023-06-09T14:25:29+05:30,42,28,14.93
2023-06-09T14:26:30+05:30,42,28,15.51
2023-06-09T14:27:30+05:30,42,28,14.93
2023-06-09T14:28:30+05:30,42,28,14.36
2023-06-09T14:29:31+05:30,42,28,14.36
2023-06-09T14:30:31+05:30,42,28,14.36
2023-06-09T14:31:32+05:30,42,28,14.36
2023-06-09T14:32:32+05:30,42,28,14.93
2023-06-09T14:33:33+05:30,42,28,15.51
2023-06-09T14:34:33+05:30,42,28,15.51
2023-06-09T14:35:33+05:30,42,28,16.12
2023-06-09T14:36:34+05:30,42,28,15.51
2023-06-09T14:37:34+05:30,42,28,15.51
2023-06-09T14:38:35+05:30,42,28,15.51
2023-06-09T14:39:35+05:30,42,28,15.51
2023-06-09T14:40:35+05:30,42,28,16.12
2023-06-09T14:41:36+05:30,42,28,16.74
2023-06-09T14:42:36+05:30,42,28,16.74
2023-06-09T14:43:37+05:30,42,28,16.74
2023-06-09T14:44:37+05:30,42,28,16.74
2023-06-09T14:45:38+05:30,42,28,17.38
2023-06-09T14:46:38+05:30,42,28,17.38
2023-06-09T14:47:39+05:30,42,28,17.38
2023-06-09T14:48:40+05:30,42,28,18.04
2023-06-09T14:49:41+05:30,42,28,18.04
2023-06-09T14:50:41+05:30,42,28,18.72
2023-06-09T14:51:42+05:30,42,28,18.04
2023-06-09T14:52:43+05:30,42,28,18.04
2023-06-09T14:53:43+05:30,42,28,18.04
2023-06-09T14:54:44+05:30,42,28,18.04
2023-06-09T14:55:45+05:30,42,28,18.72
2023-06-09T14:56:45+05:30,42,28,18.72
2023-06-09T14:57:46+05:30,42,28,18.04
2023-06-09T14:58:46+05:30,42,28,18.72
2023-06-09T14:59:47+05:30,42,28,18.72
2023-06-09T15:00:47+05:30,42,28,18.72
2023-06-09T15:01:48+05:30,42,28,18.72
2023-06-09T15:02:48+05:30,42,28,18.72
2023-06-09T15:03:48+05:30,42,28,18.72
2023-06-09T15:04:49+05:30,42,28,19.41
2023-06-09T15:05:49+05:30,42,28,18.72
2023-06-09T15:06:50+05:30,42,28,21.62
2023-06-09T15:07:51+05:30,42,28,18.04
2023-06-09T15:08:51+05:30,42,28,20.86
2023-06-09T15:09:52+05:30,42,28,18.04
2023-06-09T15:10:52+05:30,42,28,18.72
2023-06-09T15:11:53+05:30,42,28,19.41
2023-06-09T15:12:53+05:30,42,28,19.41
2023-06-09T15:13:53+05:30,42,28,21.62
2023-06-09T15:14:54+05:30,42,28,18.04
2023-06-09T15:15:54+05:30,42,28,18.72
2023-06-09T15:16:55+05:30,42,28,18.04
2023-06-09T15:17:55+05:30,42,28,19.41
2023-06-09T15:18:56+05:30,42,28,18.04
2023-06-09T15:19:57+05:30,42,28,18.04
2023-06-09T15:20:57+05:30,42,28,18.72
2023-06-09T15:21:58+05:30,42,28,18.72
2023-06-09T15:22:58+05:30,43,27,18.72
2023-06-09T15:23:59+05:30,43,27,18.04
2023-06-09T15:24:59+05:30,43,27,18.72
2023-06-09T15:26:00+05:30,43,27,19.41
2023-06-09T15:27:00+05:30,43,27,19.41
2023-06-09T15:28:01+05:30,43,27,18.72
2023-06-09T15:29:01+05:30,43,27,18.72
2023-06-09T15:30:02+05:30,43,26,18.72
2023-06-09T15:31:02+05:30,43,27,18.72
2023-06-09T15:32:02+05:30,43,26,18.72
2023-06-09T15:33:03+05:30,43,26,18.72
2023-06-09T15:34:03+05:30,43,26,18.72
2023-06-09T15:35:04+05:30,43,26,18.72
2023-06-09T15:36:04+05:30,43,26,18.72
2023-06-09T15:37:05+05:30,43,26,20.13
2023-06-09T15:38:05+05:30,43,26,20.13
2023-06-09T15:39:22+05:30,43,26,20.13
2023-06-09T15:40:22+05:30,43,26,23.19
2023-06-09T15:41:23+05:30,43,26,19.41
2023-06-09T15:42:23+05:30,43,26,19.41
2023-06-09T15:43:24+05:30,43,26,20.13
2023-06-09T15:44:24+05:30,43,26,19.41
2023-06-09T15:45:24+05:30,43,26,19.41
2023-06-09T15:46:25+05:30,43,26,19.41
2023-06-09T15:47:25+05:30,43,26,19.41
2023-06-09T15:48:26+05:30,43,26,18.72
2023-06-09T15:49:26+05:30,43,26,18.72
2023-06-09T15:50:26+05:30,43,26,18.04
2023-06-09T15:51:27+05:30,43,26,18.72
2023-06-09T15:52:27+05:30,43,26,18.72
2023-06-09T15:53:28+05:30,43,26,19.41
2023-06-09T15:54:29+05:30,43,26,19.41
2023-06-09T15:55:30+05:30,43,26,24.01
2023-06-09T15:56:30+05:30,43,26,22.39
2023-06-09T15:57:31+05:30,43,26,22.39
2023-06-09T15:58:31+05:30,43,26,21.62
2023-06-09T15:59:32+05:30,43,26,22.39
2023-06-09T16:00:32+05:30,43,26,21.62
2023-06-09T16:01:32+05:30,43,26,21.62
2023-06-09T16:02:33+05:30,43,26,20.13
2023-06-09T16:03:33+05:30,43,26,20.13
2023-06-09T16:04:34+05:30,43,26,20.86
2023-06-09T16:05:34+05:30,43,25,18.72
2023-06-09T16:06:35+05:30,43,25,16.74
2023-06-09T16:07:35+05:30,43,25,16.74
2023-06-09T16:08:35+05:30,43,25,16.12
2023-06-09T16:09:36+05:30,43,25,14.93
2023-06-09T16:10:37+05:30,43,25,14.93
2023-06-09T16:11:37+05:30,43,25,14.93
2023-06-09T16:12:37+05:30,43,25,14.93
2023-06-09T16:13:38+05:30,42,26,14.93
2023-06-09T16:14:38+05:30,42,26,15.51
2023-06-09T16:15:39+05:30,43,25,15.51
2023-06-09T16:16:39+05:30,42,26,14.93
2023-06-09T16:17:40+05:30,42,26,14.93
2023-06-09T16:18:40+05:30,42,26,13.8
2023-06-09T16:19:41+05:30,43,25,14.93
2023-06-09T16:20:41+05:30,42,26,14.93
2023-06-09T16:21:41+05:30,43,25,13.8
2023-06-09T16:22:42+05:30,43,25,14.36
2023-06-09T16:23:42+05:30,43,25,14.93
2023-06-09T16:24:43+05:30,42,26,14.93
2023-06-09T16:25:43+05:30,42,26,14.93
2023-06-09T16:26:43+05:30,42,26,16.12
2023-06-09T16:27:44+05:30,42,26,16.12
2023-06-09T16:28:44+05:30,42,26,16.74
2023-06-09T16:29:45+05:30,43,25,17.38
2023-06-09T16:30:45+05:30,43,25,16.74
2023-06-09T16:31:46+05:30,42,25,18.72
2023-06-09T16:32:46+05:30,43,24,16.12
2023-06-09T16:33:47+05:30,43,24,16.74
2023-06-09T16:34:47+05:30,43,24,15.51
2023-06-09T16:35:48+05:30,43,24,15.51
2023-06-09T16:36:48+05:30,43,24,16.12
2023-06-09T16:37:48+05:30,43,24,16.74
2023-06-09T16:38:49+05:30,43,24,17.38
2023-06-09T16:39:50+05:30,42,25,17.38
2023-06-09T16:40:50+05:30,42,25,17.38
2023-06-09T16:41:51+05:30,42,25,16.74
2023-06-09T16:42:52+05:30,42,26,16.12
2023-06-09T16:43:52+05:30,42,26,14.93
2023-06-09T16:44:53+05:30,42,26,14.36
2023-06-09T16:45:53+05:30,43,25,14.36
2023-06-09T16:46:54+05:30,43,25,14.36
2023-06-09T16:47:54+05:30,43,25,15.51
2023-06-09T16:48:55+05:30,43,26,16.12
2023-06-09T16:49:55+05:30,43,26,15.51
2023-06-09T16:50:56+05:30,43,26,16.12
2023-06-09T16:51:56+05:30,43,26,15.51
2023-06-09T16:52:57+05:30,43,26,16.74
2023-06-09T16:53:57+05:30,43,26,16.12
2023-06-09T16:54:57+05:30,43,26,15.51
2023-06-09T16:55:58+05:30,43,26,15.51
2023-06-09T16:56:58+05:30,43,26,16.12
2023-06-09T16:57:59+05:30,43,26,16.74
2023-06-09T16:58:59+05:30,43,26,16.74
2023-06-09T16:59:59+05:30,43,26,16.74
2023-06-09T17:01:00+05:30,43,27,16.74
2023-06-09T17:02:01+05:30,43,26,16.12
2023-06-09T17:03:01+05:30,43,27,15.51
2023-06-09T17:04:01+05:30,43,27,15.51
2023-06-09T17:05:02+05:30,43,26,15.51
2023-06-09T17:06:02+05:30,43,27,15.51
2023-06-09T17:07:03+05:30,43,27,15.51
2023-06-09T17:08:03+05:30,43,27,20.86
2023-06-09T17:09:04+05:30,43,27,18.72
2023-06-09T17:10:04+05:30,43,27,19.41
2023-06-09T17:11:05+05:30,42,28,18.72
2023-06-09T17:12:05+05:30,42,28,18.72
2023-06-09T17:13:06+05:30,42,28,18.72
2023-06-09T17:14:06+05:30,43,27,17.38
2023-06-09T17:15:07+05:30,43,27,16.74
2023-06-09T17:16:07+05:30,42,28,19.41
2023-06-09T17:17:07+05:30,43,27,20.13
2023-06-09T17:18:08+05:30,43,27,20.13
2023-06-09T17:19:08+05:30,42,28,19.41
2023-06-09T17:20:09+05:30,42,28,18.72
2023-06-09T17:21:09+05:30,42,28,18.72
2023-06-09T17:22:09+05:30,42,28,18.04
2023-06-09T17:23:10+05:30,42,28,18.72
2023-06-09T17:24:10+05:30,42,28,18.04
2023-06-09T17:25:11+05:30,42,28,16.74
2023-06-09T17:26:12+05:30,42,28,18.72
2023-06-09T17:27:12+05:30,42,28,15.51
2023-06-09T17:28:13+05:30,42,28,14.93
2023-06-09T17:29:13+05:30,42,28,18.04
2023-06-09T17:30:14+05:30,42,28,18.04
2023-06-09T17:31:14+05:30,42,28,16.12
2023-06-09T17:32:15+05:30,42,28,18.04
2023-06-09T17:33:15+05:30,42,28,17.38
2023-06-09T17:34:16+05:30,42,28,18.72
2023-06-09T17:35:16+05:30,42,28,17.38
2023-06-09T17:36:17+05:30,42,27,16.74
2023-06-09T17:37:17+05:30,42,27,17.38
2023-06-09T17:38:17+05:30,42,27,17.38
2023-06-09T17:39:18+05:30,42,27,20.13
2023-06-09T17:40:18+05:30,42,27,19.41
2023-06-09T17:41:19+05:30,42,27,15.51
2023-06-09T17:42:19+05:30,42,27,13.8
2023-06-09T17:43:19+05:30,42,27,13.8
2023-06-09T17:44:20+05:30,42,27,13.26
2023-06-09T17:45:20+05:30,42,27,12.74
2023-06-09T17:46:21+05:30,42,27,12.74
2023-06-09T17:47:21+05:30,42,27,12.24
2023-06-09T17:48:22+05:30,42,27,11.74
2023-06-09T17:49:22+05:30,42,27,13.26
2023-06-09T17:50:23+05:30,42,27,15.51
2023-06-09T17:51:23+05:30,42,27,14.36
2023-06-09T17:52:24+05:30,42,27,14.36
2023-06-09T17:53:24+05:30,42,27,12.74
2023-06-09T17:54:24+05:30,42,27,12.74
2023-06-09T17:55:25+05:30,42,27,15.51
2023-06-09T17:56:25+05:30,42,27,12.74
2023-06-09T17:57:26+05:30,42,27,12.74
2023-06-09T17:58:26+05:30,42,27,13.8
2023-06-09T17:59:27+05:30,42,27,12.24
2023-06-09T18:00:27+05:30,42,26,11.27
2023-06-09T18:01:27+05:30,42,26,13.26
2023-06-09T18:02:28+05:30,42,26,13.8
2023-06-09T18:03:29+05:30,42,26,13.26
2023-06-09T18:04:29+05:30,42,26,14.36
2023-06-09T18:05:29+05:30,42,26,13.26
2023-06-09T18:06:30+05:30,42,26,13.26
2023-06-09T18:07:30+05:30,42,25,11.27
2023-06-09T18:08:31+05:30,42,26,11.27
2023-06-09T18:09:31+05:30,42,26,12.74
2023-06-09T18:10:32+05:30,42,26,13.8
2023-06-09T18:11:32+05:30,42,26,11.74
2023-06-09T18:12:32+05:30,42,26,12.74
2023-06-09T18:13:33+05:30,42,26,13.8
2023-06-09T18:14:33+05:30,42,26,11.74
2023-06-09T18:15:34+05:30,42,26,11.74
2023-06-09T18:16:34+05:30,42,26,13.26
2023-06-09T18:17:34+05:30,42,26,13.8
2023-06-09T18:18:35+05:30,42,26,13.8
2023-06-09T18:19:35+05:30,42,26,13.26
2023-06-09T18:20:36+05:30,42,27,15.51
2023-06-09T18:21:36+05:30,42,27,15.51
2023-06-09T18:22:37+05:30,42,27,16.12
2023-06-09T18:23:37+05:30,42,27,16.74
2023-06-09T18:24:37+05:30,42,27,14.93
2023-06-09T18:25:38+05:30,42,27,18.04
2023-06-09T18:26:38+05:30,42,27,16.74
2023-06-09T18:27:39+05:30,42,27,18.04
2023-06-09T18:28:40+05:30,42,27,15.51
2023-06-09T18:29:40+05:30,42,27,16.74
2023-06-09T18:30:41+05:30,42,27,15.51
2023-06-09T18:31:41+05:30,42,27,16.12
2023-06-09T18:32:42+05:30,42,27,15.51
2023-06-09T18:33:42+05:30,42,27,18.04
2023-06-09T18:34:42+05:30,42,27,18.72
2023-06-09T18:35:43+05:30,42,27,16.74
2023-06-09T18:36:43+05:30,42,27,17.38
2023-06-09T18:37:44+05:30,42,27,16.12
2023-06-09T18:38:44+05:30,42,27,18.72
2023-06-09T18:39:45+05:30,42,27,16.12
2023-06-09T18:40:45+05:30,42,27,18.72
2023-06-09T18:41:46+05:30,42,27,16.74
2023-06-09T18:42:46+05:30,42,27,18.72
2023-06-09T18:43:47+05:30,42,27,17.38
2023-06-09T18:44:47+05:30,42,27,15.51
2023-06-09T18:45:47+05:30,42,27,15.51
2023-06-09T18:46:48+05:30,42,27,16.12
2023-06-09T18:47:48+05:30,42,27,16.12
2023-06-09T18:48:49+05:30,42,27,16.74
2023-06-09T18:49:49+05:30,42,27,16.12
2023-06-09T18:50:49+05:30,42,27,14.93
2023-06-09T18:51:50+05:30,42,27,16.12
2023-06-09T18:52:50+05:30,42,27,17.38
2023-06-09T18:53:51+05:30,42,27,17.38
2023-06-09T18:54:51+05:30,42,27,16.74
2023-06-09T18:55:52+05:30,42,27,16.12
2023-06-09T18:56:52+05:30,42,27,17.38
2023-06-09T18:57:52+05:30,42,27,16.12
2023-06-09T18:58:53+05:30,42,27,18.04
2023-06-09T18:59:53+05:30,42,27,18.04
2023-06-09T19:00:54+05:30,42,27,18.04
2023-06-09T19:01:54+05:30,42,27,16.12
2023-06-09T19:02:54+05:30,42,27,17.38
2023-06-09T19:03:55+05:30,42,27,18.04
2023-06-09T19:04:55+05:30,42,27,16.12
2023-06-09T19:05:56+05:30,42,27,16.12
2023-06-09T19:06:56+05:30,42,27,16.12
2023-06-09T19:07:57+05:30,42,27,17.38
2023-06-09T19:08:57+05:30,42,27,16.74
2023-06-09T19:09:57+05:30,42,27,15.51
2023-06-09T19:10:58+05:30,42,27,18.72
2023-06-09T19:11:58+05:30,42,27,16.74
2023-06-09T19:12:59+05:30,42,27,16.12
2023-06-09T19:13:59+05:30,42,27,15.51
2023-06-09T19:14:59+05:30,42,27,16.12
2023-06-09T19:16:00+05:30,42,27,16.12
2023-06-09T19:17:00+05:30,42,27,16.12
2023-06-09T19:18:01+05:30,42,27,15.51
2023-06-09T19:19:01+05:30,41,27,16.74
2023-06-09T19:20:02+05:30,41,27,16.12
2023-06-09T19:21:02+05:30,41,27,14.93
2023-06-09T19:22:02+05:30,41,27,18.72
2023-06-09T19:23:03+05:30,41,27,19.41
2023-06-09T19:24:03+05:30,41,27,16.74
2023-06-09T19:25:04+05:30,41,27,17.38
2023-06-09T19:26:04+05:30,41,27,16.74
2023-06-09T19:27:05+05:30,41,27,16.74
2023-06-09T19:28:05+05:30,41,27,16.12
2023-06-09T19:29:05+05:30,41,27,18.04
2023-06-09T19:30:06+05:30,41,27,14.93
2023-06-09T19:31:07+05:30,41,27,14.93
2023-06-09T19:32:07+05:30,41,27,17.38
2023-06-09T19:33:07+05:30,41,27,16.74
2023-06-09T19:34:08+05:30,41,27,15.51
2023-06-09T19:35:08+05:30,41,27,13.8
2023-06-09T19:36:09+05:30,41,27,16.74
2023-06-09T19:37:09+05:30,41,27,18.72
2023-06-09T19:38:09+05:30,41,28,18.04
2023-06-09T19:39:10+05:30,41,28,22.39
2023-06-09T19:40:10+05:30,41,28,24.01
2023-06-09T19:41:11+05:30,41,28,24.85
2023-06-09T19:42:11+05:30,41,28,24.85
2023-06-09T19:43:12+05:30,41,28,23.19
2023-06-09T19:44:12+05:30,41,28,29.38
2023-06-09T19:45:13+05:30,41,28,28.43
2023-06-09T19:46:13+05:30,41,28,29.38
2023-06-09T19:47:13+05:30,41,28,26.59
2023-06-09T19:48:14+05:30,41,28,28.43
2023-06-09T19:49:16+05:30,41,28,26.59
2023-06-09T19:50:16+05:30,42,28,24.01
2023-06-09T19:51:17+05:30,41,28,25.71
2023-06-09T19:52:17+05:30,42,28,27.5
2023-06-09T19:53:18+05:30,42,28,29.38
2023-06-09T19:54:18+05:30,42,28,25.71
2023-06-09T19:55:19+05:30,42,28,25.71
2023-06-09T19:56:19+05:30,42,28,25.71
2023-06-09T19:57:20+05:30,42,28,26.59
2023-06-09T19:58:20+05:30,42,28,33.44
2023-06-09T19:59:20+05:30,42,28,27.5
2023-06-09T20:00:21+05:30,42,28,27.5
2023-06-09T20:01:21+05:30,42,28,28.43
2023-06-09T20:02:22+05:30,42,27,25.71
2023-06-09T20:03:23+05:30,42,27,29.38
2023-06-09T20:04:24+05:30,42,27,27.5
2023-06-09T20:05:24+05:30,42,27,25.71
2023-06-09T20:06:24+05:30,42,27,28.43
2023-06-09T20:07:25+05:30,42,27,28.43
2023-06-09T20:08:25+05:30,42,27,33.44
